Date,City,Air_Quality_Index,Particulate_Matter_2.5,Particulate_Matter_10,Nitrogen_Dioxide,Sulphur_Dioxide,Carbon_Monoxide,Ozone,Temperature_Celsius,Humidity,Wind_Speed,Source_of_Pollution,Latitude,Longitude
7/17/2023,Dallas,84,34.7,95.2,47.3,2.5,1,67.9,13.7,68,8.8,Residential,32.7767,-96.797
7/17/2023,San Jose,118,20.9,93.5,18.3,9.4,1.2,29.5,-10,66,2.6,Traffic,37.3382,-121.8863
7/18/2023,New York,174,37.7,86.3,26.3,5.7,1.8,97.1,-5.3,21,4.3,Residential,40.7128,-74.006
7/18/2023,Los Angeles,158,40.6,28.9,12.5,8.5,1.8,82.7,22.9,65,6,Traffic,34.0522,-118.2437
7/18/2023,Chicago,95,48.5,71.1,40.6,1.1,0.3,83.8,2.7,45,3.7,Traffic,41.8781,-87.6298
7/18/2023,Houston,71,15.4,90.9,33.8,4.9,0.4,96.5,2.6,43,1.4,Residential,29.7604,-95.3698
7/18/2023,Phoenix,121,48.8,36.1,36.4,3.5,0.5,28.7,10.9,57,7.4,Residential,33.4484,-112.074
7/18/2023,Philadelphia,184,25.7,47.9,15.6,2.6,1.2,77.8,3.5,42,1.5,Industrial,39.9526,-75.1652
7/18/2023,San Antonio,100,16.4,34.9,38.6,1.4,0.7,80.7,35.5,92,7.2,Traffic,29.4241,-98.4936
7/18/2023,San Diego,140,49,66.6,11.5,5.9,1.9,21.1,0.3,66,6.6,Traffic,32.7157,-117.1611
7/18/2023,Dallas,190,37.5,93.1,46.7,9.8,1.8,47.9,6.3,53,0.7,Traffic,32.7767,-96.797
7/18/2023,San Jose,154,32.9,19.5,48.8,7.7,0.1,68.2,15.5,41,3.4,Traffic,37.3382,-121.8863
7/19/2023,New York,122,31.6,20.7,39.9,3.6,0.7,69.9,3.6,33,6.1,Industrial,40.7128,-74.006
7/19/2023,Los Angeles,142,6.5,82.9,25.6,3.1,1.5,23.3,33.7,65,0.9,Traffic,34.0522,-118.2437
7/19/2023,Chicago,84,19,34.1,22.8,6.5,0.3,95.2,-2.4,28,8.8,Traffic,41.8781,-87.6298
7/19/2023,Houston,171,9.4,25.3,37.4,9.4,0.4,71,5.3,93,7.6,Industrial,29.7604,-95.3698
7/19/2023,Phoenix,100,32.6,21.1,30.4,8.9,1.1,21.1,0.9,68,7.9,Residential,33.4484,-112.074
7/19/2023,Philadelphia,172,20.1,40,44.3,5.1,0.3,64.6,23.6,91,7.6,Traffic,39.9526,-75.1652
7/19/2023,San Antonio,79,12.7,54.4,24.5,3.5,0.9,56.6,22.5,35,8.3,Industrial,29.4241,-98.4936
7/19/2023,San Diego,85,43.6,30.8,17.6,9.1,0.6,34.7,18.8,74,5.6,Industrial,32.7157,-117.1611
7/19/2023,Dallas,154,41.1,64.7,27.4,8.9,0.4,40.8,6.1,97,2.1,Traffic,32.7767,-96.797
7/19/2023,San Jose,139,31,19.6,24.8,3.5,1,24,10.9,87,4.4,Residential,37.3382,-121.8863
7/20/2023,New York,100,20.2,31.8,13.8,2.7,1.1,54.8,-5.9,88,6,Traffic,40.7128,-74.006
7/20/2023,Los Angeles,65,27.1,87.1,19.2,5.9,0.5,27,39.3,88,1.8,Traffic,34.0522,-118.2437
7/20/2023,Chicago,199,6.8,50.1,39.3,6.3,1.1,54,4.1,62,5.3,Industrial,41.8781,-87.6298
7/20/2023,Houston,154,48.2,50.3,37.2,4.8,0.5,86,19.1,89,2.9,Traffic,29.7604,-95.3698
7/20/2023,Phoenix,82,39.7,54.5,28.5,6.8,0.6,64.1,32.2,23,3.9,Residential,33.4484,-112.074
7/20/2023,Philadelphia,184,13.2,84.6,9.2,5.3,0.6,92.9,21.8,88,3.8,Industrial,39.9526,-75.1652
7/20/2023,San Antonio,190,32.2,53.2,26.1,8.8,0.4,90.7,37.9,50,6.2,Traffic,29.4241,-98.4936
7/20/2023,San Diego,101,34.9,65.3,32.8,3.1,1.4,78,23,89,4,Traffic,32.7157,-117.1611
7/20/2023,Dallas,141,22.8,98.1,15.1,2.9,0.1,54.7,22.5,36,1.4,Industrial,32.7767,-96.797
7/20/2023,San Jose,82,21.7,26,38.7,5.6,1.8,28.2,7,23,9,Residential,37.3382,-121.8863
7/21/2023,New York,80,37.3,85,37.3,8.7,0.4,63.4,35.7,95,8.6,Traffic,40.7128,-74.006
7/21/2023,Los Angeles,60,9,56.3,23,8.2,0.5,87.5,20.7,51,4.1,Industrial,34.0522,-118.2437
7/21/2023,Chicago,157,5.6,53.2,22.3,6.9,1.9,69.5,27.3,93,5.5,Industrial,41.8781,-87.6298
7/21/2023,Houston,58,5.2,28.1,24,1.4,1.1,59.4,6.2,52,8.8,Residential,29.7604,-95.3698
7/21/2023,Phoenix,108,43.7,99.3,27,1.6,1.6,42.1,19.1,98,3.6,Residential,33.4484,-112.074
7/21/2023,Philadelphia,157,7.7,52.2,43.6,7.8,1,61.2,4.8,43,4.1,Industrial,39.9526,-75.1652
7/21/2023,San Antonio,159,12.3,43,38.8,6.4,1.8,22.9,-2.9,98,4.5,Industrial,29.4241,-98.4936
7/21/2023,San Diego,76,39,56.9,21.9,6.9,1,55.1,12.5,42,9.1,Residential,32.7157,-117.1611
7/21/2023,Dallas,129,19.9,74.9,20.2,5.9,0.5,30.2,11.3,72,4.6,Residential,32.7767,-96.797
7/21/2023,San Jose,134,22.8,17.8,46.8,2.8,1.1,28.5,23,31,9.9,Residential,37.3382,-121.8863
7/22/2023,New York,86,48.3,48.3,17.4,4.1,0.8,84,25.3,85,4.1,Industrial,40.7128,-74.006
7/22/2023,Los Angeles,92,14.3,76.5,38.6,2.8,0.1,23.7,31.8,28,6.6,Industrial,34.0522,-118.2437
7/22/2023,Chicago,50,37.9,11,19.6,8.9,1.1,78.9,21.8,29,6.9,Traffic,41.8781,-87.6298
7/22/2023,Houston,135,13,78.8,25.3,6.2,1.8,50.4,-1.2,55,2.2,Residential,29.7604,-95.3698
7/22/2023,Phoenix,75,41.4,21.4,15,2,1.8,55.2,21.9,94,1.1,Traffic,33.4484,-112.074
7/22/2023,Philadelphia,187,14.8,82.5,27.7,2.2,0.5,66.3,35.2,43,1.2,Residential,39.9526,-75.1652
7/22/2023,San Antonio,130,38.3,62.1,9,3.2,0.4,35.2,-8.1,75,6.5,Traffic,29.4241,-98.4936
7/22/2023,San Diego,191,19.2,72.4,17.3,6.5,0.6,21.1,5.6,85,9.2,Residential,32.7157,-117.1611
7/22/2023,Dallas,155,45.4,40.8,24.2,6.7,0.7,45.7,-8.7,87,6.1,Residential,32.7767,-96.797
7/22/2023,San Jose,99,32.3,53,43.6,4.8,0.4,96.9,24.8,45,8.3,Traffic,37.3382,-121.8863
7/23/2023,New York,114,10.3,86.5,34.3,2.6,0.5,89.7,35.6,72,3.9,Industrial,40.7128,-74.006
7/23/2023,Los Angeles,138,15.6,18.8,31.1,4.3,1.7,53.7,-5.2,27,3.1,Traffic,34.0522,-118.2437
7/23/2023,Chicago,57,27.3,97.4,16.1,6.9,0.6,34.9,13.9,90,10,Residential,41.8781,-87.6298
7/23/2023,Houston,128,27.9,42.1,12.9,8.2,1,84.8,15.5,68,4.4,Residential,29.7604,-95.3698
7/23/2023,Phoenix,167,47,29.7,7.8,5.8,1.5,50.1,-4.7,57,9,Industrial,33.4484,-112.074
7/23/2023,Philadelphia,141,39.6,79.9,19.5,7.7,0.1,59.3,-6.6,36,8.9,Traffic,39.9526,-75.1652
7/23/2023,San Antonio,121,30.6,23.6,26.1,6.8,1.8,91.6,2.5,78,9.7,Industrial,29.4241,-98.4936
7/23/2023,San Diego,180,26.6,99.1,11,7.7,1.5,86.4,25.5,59,8.8,Residential,32.7157,-117.1611
7/23/2023,Dallas,54,41.2,72.6,9.3,9.2,0.9,62.1,-2.8,60,5.1,Industrial,32.7767,-96.797
7/23/2023,San Jose,180,26.7,64.6,14.6,2.9,1.6,58.8,14.8,42,7.5,Residential,37.3382,-121.8863
7/24/2023,New York,59,34.2,70.9,49.4,1.5,1.7,45.1,17.3,98,4.4,Traffic,40.7128,-74.006
7/24/2023,Los Angeles,113,32.4,67.8,15.9,4.2,1.6,51.1,0.7,88,4.8,Industrial,34.0522,-118.2437
7/24/2023,Chicago,172,12.1,25.6,31.6,4.1,1.1,62.2,37.3,23,6.4,Residential,41.8781,-87.6298
7/24/2023,Houston,108,19.2,81,33.4,4.1,0.1,23.8,8.9,82,5.2,Traffic,29.7604,-95.3698
7/24/2023,Phoenix,50,42.2,85.9,18.2,4.4,1.7,42.2,-5.4,94,4.2,Residential,33.4484,-112.074
7/24/2023,Philadelphia,55,33.5,89.5,21.1,2.2,1.9,99.1,5.1,73,7,Traffic,39.9526,-75.1652
7/24/2023,San Antonio,122,14.6,45.2,30.8,9.5,0.6,59.7,-4.7,23,2.9,Industrial,29.4241,-98.4936
7/24/2023,San Diego,103,45.9,56.1,46.1,8.1,0.3,71.9,7.9,77,9.9,Industrial,32.7157,-117.1611
7/24/2023,Dallas,157,44.5,94.4,38.5,2.8,1.5,40.3,-1.7,45,3.1,Traffic,32.7767,-96.797
7/24/2023,San Jose,80,26.5,22.5,29.8,7.6,0.9,41.1,33.2,72,6.6,Industrial,37.3382,-121.8863
7/25/2023,New York,92,47.8,52.4,31,3.9,1.5,29.2,2.9,63,6.7,Residential,40.7128,-74.006
7/25/2023,Los Angeles,135,36.4,28.9,21.9,9.2,1.7,83.5,11.8,32,5.1,Residential,34.0522,-118.2437
7/25/2023,Chicago,181,31.3,27.1,27,2,1.2,99.3,14.6,92,3.8,Industrial,41.8781,-87.6298
7/25/2023,Houston,160,30.9,95.3,10,5.7,1.6,51.3,19.5,86,3,Residential,29.7604,-95.3698
7/25/2023,Phoenix,147,45,16.1,41.7,9,1.8,65.9,4.9,69,8.5,Traffic,33.4484,-112.074
7/25/2023,Philadelphia,111,20.6,55.5,22.3,2.7,1,24.7,5.9,59,8.1,Residential,39.9526,-75.1652
7/25/2023,San Antonio,152,46.7,73.3,18.1,2.2,2,86.4,-3.2,93,3.6,Industrial,29.4241,-98.4936
7/25/2023,San Diego,117,32.4,62.3,14.8,4.8,0.6,75.2,7.7,24,5.5,Residential,32.7157,-117.1611
7/25/2023,Dallas,143,23.2,59.6,19.7,3.3,0.6,36.3,0.6,43,8,Industrial,32.7767,-96.797
7/25/2023,San Jose,99,30.8,99.8,46.2,6.5,0.7,37.5,29.3,67,5.9,Residential,37.3382,-121.8863
7/26/2023,New York,135,39.8,34.8,12.6,2,0.4,31.8,34.9,25,5.9,Residential,40.7128,-74.006
7/26/2023,Los Angeles,154,17.5,56.5,15.2,10,1.1,75.1,1.7,85,9.7,Industrial,34.0522,-118.2437
7/26/2023,Chicago,76,19,45.2,9.1,6.6,0.9,82,39.1,71,3.6,Traffic,41.8781,-87.6298
7/26/2023,Houston,100,27.7,47.9,19.3,8.3,1.4,32.9,3,24,6.9,Traffic,29.7604,-95.3698
7/26/2023,Phoenix,193,35.6,50.3,24.5,2.5,1,26.1,32.7,89,9.7,Traffic,33.4484,-112.074
7/26/2023,Philadelphia,88,49.9,28.2,47.8,4.7,0.2,70.2,22.6,57,1.9,Traffic,39.9526,-75.1652
7/26/2023,San Antonio,194,8.5,76.2,49.1,7.4,1.6,65.8,-2.5,73,2.1,Traffic,29.4241,-98.4936
7/26/2023,San Diego,93,15.8,13.1,42.2,1.6,0.5,45.6,39.1,52,4.7,Traffic,32.7157,-117.1611
7/26/2023,Dallas,116,14.7,55.2,23.1,7.5,0.2,58.7,-5.3,34,1,Residential,32.7767,-96.797
7/26/2023,San Jose,100,5.5,53.7,25,3.2,1,97.7,32.2,44,1,Traffic,37.3382,-121.8863
7/27/2023,New York,118,47.6,39.8,33.2,5.4,0.7,74.4,15.5,68,9.1,Industrial,40.7128,-74.006
7/27/2023,Los Angeles,97,45.7,54,36.4,5.1,0.2,52.3,0.4,51,3.3,Traffic,34.0522,-118.2437
7/27/2023,Chicago,78,12.1,40.9,47.5,9.3,0.6,22.6,21.9,23,9.8,Industrial,41.8781,-87.6298
7/27/2023,Houston,180,31,60.9,21.5,8.7,1,85.4,18.2,41,5.3,Residential,29.7604,-95.3698
7/27/2023,Phoenix,164,49.4,75,14.5,1.1,1.6,39.4,0.7,96,5.8,Residential,33.4484,-112.074
7/27/2023,Philadelphia,126,32,72.6,14.2,5.4,1,41.9,30.4,39,4.2,Residential,39.9526,-75.1652
7/27/2023,San Antonio,66,41.3,94.6,7.6,3.8,0.2,73.9,4.2,86,3.6,Residential,29.4241,-98.4936
7/27/2023,San Diego,171,30.3,17.5,27.6,9.9,1.1,28.1,39.3,83,9,Residential,32.7157,-117.1611
7/27/2023,Dallas,61,33.1,44.5,45.3,9.9,0.1,77.7,11.2,64,4.5,Residential,32.7767,-96.797
7/27/2023,San Jose,64,8.1,92.8,39,8.9,1,57.6,8,43,1.4,Residential,37.3382,-121.8863
7/28/2023,New York,148,27.9,23.5,12.2,1.9,2,75,14.5,80,8.3,Residential,40.7128,-74.006
7/28/2023,Los Angeles,93,19.6,11.1,49,7.1,0.7,73,-1.5,78,3,Industrial,34.0522,-118.2437
7/28/2023,Chicago,142,22.8,98.4,18.2,6.7,0.4,67.7,28.2,99,6.2,Traffic,41.8781,-87.6298
7/28/2023,Houston,54,13.7,20.9,24.3,2.7,1.8,36.9,9.1,51,1.9,Industrial,29.7604,-95.3698
7/28/2023,Phoenix,139,23.4,38,24.8,6.7,1.1,66,2.7,68,4.3,Industrial,33.4484,-112.074
7/28/2023,Philadelphia,62,28.7,56.9,18.2,5.1,1,51.3,28.7,48,0.8,Industrial,39.9526,-75.1652
7/28/2023,San Antonio,110,5.5,24.1,41.2,5.9,0.9,45,5,92,8.4,Traffic,29.4241,-98.4936
7/28/2023,San Diego,126,21.8,85.2,27.4,7.8,1.2,26.9,-1.2,28,4.5,Industrial,32.7157,-117.1611
7/28/2023,Dallas,130,41,33.4,15.1,5.8,1.8,45.7,21.1,82,1.2,Residential,32.7767,-96.797
7/28/2023,San Jose,183,11.6,26.9,19.6,9.8,0.4,47.8,11.1,37,9.1,Traffic,37.3382,-121.8863
7/29/2023,New York,119,14,84.5,22.3,2.6,1.6,81.8,19.1,47,6.3,Industrial,40.7128,-74.006
7/29/2023,Los Angeles,120,40.5,64.5,16.7,3.2,0.6,68.1,26.4,44,1.3,Residential,34.0522,-118.2437
7/29/2023,Chicago,84,43.5,61.7,34.3,6,1.1,71.7,27.9,23,7.6,Traffic,41.8781,-87.6298
7/29/2023,Houston,111,40.1,10.1,31.1,9.3,1.2,34.8,7.9,21,5.4,Residential,29.7604,-95.3698
7/29/2023,Phoenix,117,19.8,66.3,44.9,6.1,2,88.6,24.2,30,9.4,Traffic,33.4484,-112.074
7/29/2023,Philadelphia,174,44.9,58.3,34.5,7.1,2,64.5,0.8,68,6.8,Industrial,39.9526,-75.1652
7/29/2023,San Antonio,177,35.8,11.5,5.8,2.4,1.9,59.3,38.2,85,8.4,Industrial,29.4241,-98.4936
7/29/2023,San Diego,61,16.9,83.7,28.3,2,1.8,76.3,-1,27,8.1,Residential,32.7157,-117.1611
7/29/2023,Dallas,174,19.3,87.8,23,5.7,1.8,75.1,31.8,88,3.2,Industrial,32.7767,-96.797
7/29/2023,San Jose,137,11.4,52.5,14,7.7,0.2,90.9,18.2,67,5.6,Residential,37.3382,-121.8863
7/30/2023,New York,197,43.3,95.3,10.4,4.8,0.7,64.8,30.6,99,6.1,Residential,40.7128,-74.006
7/30/2023,Los Angeles,80,35.3,24.6,7,1.9,0.7,73.9,12.5,90,0.6,Residential,34.0522,-118.2437
7/30/2023,Chicago,162,13.5,38.6,25.2,5.8,0.3,53.5,27.8,93,5.6,Residential,41.8781,-87.6298
7/30/2023,Houston,126,5.8,59.3,27.5,5.9,1.6,66.5,8.9,23,3.8,Residential,29.7604,-95.3698
7/30/2023,Phoenix,168,42,35,45.2,5,0.8,59.6,-3.7,43,10,Residential,33.4484,-112.074
7/30/2023,Philadelphia,91,10.2,34.2,10.5,1.8,0.4,86.7,6.1,40,5.8,Residential,39.9526,-75.1652
7/30/2023,San Antonio,158,28.9,10.7,6.8,3,0.9,99.4,29.9,81,0.5,Residential,29.4241,-98.4936
7/30/2023,San Diego,77,20.9,19.6,14.7,6,1.5,65.2,26.5,97,7.2,Traffic,32.7157,-117.1611
7/30/2023,Dallas,63,20.9,56,18.2,4.8,1.1,54.2,18.5,54,5.7,Residential,32.7767,-96.797
7/30/2023,San Jose,132,30.8,22.5,9.1,6.1,1.1,37.5,36.6,37,4.5,Residential,37.3382,-121.8863
7/31/2023,New York,171,44.9,63.9,33.1,1.8,1.2,56.8,16.2,95,9.2,Industrial,40.7128,-74.006
7/31/2023,Los Angeles,192,20.6,30.1,46.1,4.6,0.8,44.7,-8.1,32,5.3,Residential,34.0522,-118.2437
7/31/2023,Chicago,120,14.9,68.8,28.8,1.4,0.3,47.1,-2.5,23,10,Industrial,41.8781,-87.6298
7/31/2023,Houston,195,31.5,29.4,5.8,7.6,1.4,35.7,11.7,64,7.7,Traffic,29.7604,-95.3698
7/31/2023,Phoenix,179,20.8,39.9,19.1,9.5,1.9,64.1,12,37,3.3,Traffic,33.4484,-112.074
7/31/2023,Philadelphia,158,43.5,41.8,46.9,9.5,0.2,42.9,8.3,44,1.7,Industrial,39.9526,-75.1652
7/31/2023,San Antonio,60,33.8,72,49,7.1,0.6,99,2.2,56,3.6,Traffic,29.4241,-98.4936
7/31/2023,San Diego,196,22.3,40.2,5.8,2.7,1.4,36.4,9,77,2.7,Residential,32.7157,-117.1611
7/31/2023,Dallas,141,40.6,81.3,18.5,9.6,0.4,86.2,3.2,80,1.2,Traffic,32.7767,-96.797
7/31/2023,San Jose,138,27.7,42.5,46.8,9,1.7,77.1,-4.1,42,0.5,Residential,37.3382,-121.8863
8/1/2023,New York,84,37.3,38.7,27.9,7.2,1.1,52.9,35.2,74,4.1,Industrial,40.7128,-74.006
8/1/2023,Los Angeles,162,45.5,55.9,33.5,4.4,1.7,81.3,13.2,30,4.4,Traffic,34.0522,-118.2437
8/1/2023,Chicago,63,6.5,37.6,38.8,7.8,1.2,43.7,7.3,26,1.3,Residential,41.8781,-87.6298
8/1/2023,Houston,112,19.1,39.3,5.8,5.7,0.4,91.6,37.5,76,9.3,Traffic,29.7604,-95.3698
8/1/2023,Phoenix,52,17.7,68.7,38.1,3.2,1.4,73.5,22.2,68,5.7,Industrial,33.4484,-112.074
8/1/2023,Philadelphia,195,29.3,40.3,9.8,9.1,0.6,43.4,14.9,21,9.9,Industrial,39.9526,-75.1652
8/1/2023,San Antonio,173,45.7,24.6,8.4,7.3,1.9,21.9,7.5,81,5.8,Residential,29.4241,-98.4936
8/1/2023,San Diego,192,26.8,98.5,38.5,4.9,1.1,59.5,16,27,6.3,Traffic,32.7157,-117.1611
8/1/2023,Dallas,78,33.6,89.9,45.4,4.1,0.6,34.9,-1.6,32,4.4,Industrial,32.7767,-96.797
8/1/2023,San Jose,95,6.8,80.7,20.3,4.2,0.2,64.6,-1.1,30,2.4,Traffic,37.3382,-121.8863
8/2/2023,New York,127,29.2,80.4,42.2,5.8,1.8,67.3,1.7,65,5.6,Residential,40.7128,-74.006
8/2/2023,Los Angeles,147,47.6,23.8,49.1,5.2,1.5,28.3,17,25,9,Industrial,34.0522,-118.2437
8/2/2023,Chicago,132,28.5,30.7,7.7,7.3,0.6,98.3,13.3,81,4.4,Traffic,41.8781,-87.6298
8/2/2023,Houston,146,5.5,60.3,28.3,1.5,0.7,50.4,28,49,0.5,Traffic,29.7604,-95.3698
8/2/2023,Phoenix,188,8.2,53.7,47.8,6,1.5,86.6,31,91,7.5,Traffic,33.4484,-112.074
8/2/2023,Philadelphia,183,20.4,42.2,8.9,9.2,0.3,90,36.3,91,1.5,Residential,39.9526,-75.1652
8/2/2023,San Antonio,56,39,67.4,12.6,2.5,0.3,96.8,33,61,2.5,Traffic,29.4241,-98.4936
8/2/2023,San Diego,183,36.1,72.7,14.1,6.8,1.8,65.6,31.8,36,0.8,Industrial,32.7157,-117.1611
8/2/2023,Dallas,60,48,45.8,48.4,6.2,0.6,34.5,-1.3,58,4.7,Industrial,32.7767,-96.797
8/2/2023,San Jose,114,41.5,66.5,37.8,7.1,0.5,60.4,37.4,90,6.5,Traffic,37.3382,-121.8863
8/3/2023,New York,99,33,24.3,45,8,0.1,67,25,93,2.8,Residential,40.7128,-74.006
8/3/2023,Los Angeles,135,32.1,13.7,29.8,6.8,1.6,27.1,4.5,20,9.4,Industrial,34.0522,-118.2437
8/3/2023,Chicago,142,31.7,31.8,12.7,4.1,1.6,42.4,38.3,69,2.6,Traffic,41.8781,-87.6298
8/3/2023,Houston,165,6.6,69.4,17,7.7,0.3,87.1,-3.6,87,0.9,Industrial,29.7604,-95.3698
8/3/2023,Phoenix,184,33.6,89.6,33.1,6,1.5,80.4,39,33,9.8,Industrial,33.4484,-112.074
8/3/2023,Philadelphia,136,33.1,61.6,33.2,7.9,0.6,59.3,37.8,79,1.9,Traffic,39.9526,-75.1652
8/3/2023,San Antonio,97,12.2,42.5,8.9,5.5,0.3,78,31.9,82,6.6,Industrial,29.4241,-98.4936
8/3/2023,San Diego,117,11.3,96.7,6.6,3,0.6,86.4,-0.4,66,6.7,Industrial,32.7157,-117.1611
8/3/2023,Dallas,150,15.6,13.8,40.1,9.9,1.5,79.3,30.7,46,9.8,Traffic,32.7767,-96.797
8/3/2023,San Jose,175,11.5,93,32.4,1.8,0.5,37.4,28,47,6.6,Industrial,37.3382,-121.8863
8/4/2023,New York,138,43.2,84.1,35.4,2.7,0.5,30,26.3,70,7.9,Residential,40.7128,-74.006
8/4/2023,Los Angeles,188,40,96.4,7.9,2.1,1.6,56.8,30.3,23,4.1,Industrial,34.0522,-118.2437
8/4/2023,Chicago,167,8.8,95.5,12.1,3.8,1.9,35.8,-9.9,72,7.1,Industrial,41.8781,-87.6298
8/4/2023,Houston,54,19.9,31.9,18,1.1,1.5,53.1,23.3,70,1.7,Industrial,29.7604,-95.3698
8/4/2023,Phoenix,149,7.9,54.5,20.5,2.8,0.8,51.6,28.8,76,9.1,Residential,33.4484,-112.074
8/4/2023,Philadelphia,157,22.6,43.5,21.8,7.6,1.5,95.2,27.3,25,7.3,Traffic,39.9526,-75.1652
8/4/2023,San Antonio,185,36.3,88.7,30,4.7,0.4,72.2,1.5,77,6.3,Traffic,29.4241,-98.4936
8/4/2023,San Diego,175,47.6,64.8,23,3.7,1.2,74.3,24.4,68,1.1,Residential,32.7157,-117.1611
8/4/2023,Dallas,114,31.6,13.2,31.2,8.3,1.9,69.6,-0.3,74,0.8,Residential,32.7767,-96.797
8/4/2023,San Jose,90,15,38.2,41.8,3.6,1.8,88.9,-8.2,62,3.4,Traffic,37.3382,-121.8863
8/5/2023,New York,189,27.2,17.5,19.3,9.8,1.2,48.7,10,85,8.5,Industrial,40.7128,-74.006
8/5/2023,Los Angeles,132,13.9,48.9,44.7,4.1,1.9,68.7,14,72,5.5,Traffic,34.0522,-118.2437
8/5/2023,Chicago,60,46.6,82.9,33,3.3,1.5,28.4,3.3,58,6.6,Residential,41.8781,-87.6298
8/5/2023,Houston,103,24.5,88,44.6,3.6,1.1,98.9,21.8,92,2.2,Industrial,29.7604,-95.3698
8/5/2023,Phoenix,102,41.8,47.2,31,3.3,1.6,38.5,33.5,54,3.8,Residential,33.4484,-112.074
8/5/2023,Philadelphia,109,13.8,36.5,38.1,5.7,0.7,88.5,33.1,70,5.5,Traffic,39.9526,-75.1652
8/5/2023,San Antonio,112,11.4,87.5,35.1,1.8,1.3,56.1,18.8,31,8.8,Industrial,29.4241,-98.4936
8/5/2023,San Diego,187,44.8,56.9,29.2,1.8,1.3,32.1,26,29,5.6,Residential,32.7157,-117.1611
8/5/2023,Dallas,181,43,98.4,36.3,9.8,1.3,55.3,35.1,34,9.7,Residential,32.7767,-96.797
8/5/2023,San Jose,55,50,31.1,17.6,5.7,2,74.7,16.8,82,5.4,Residential,37.3382,-121.8863
8/6/2023,New York,104,41,77.1,22.6,8.1,1.7,75.9,18.6,84,8.7,Traffic,40.7128,-74.006
8/6/2023,Los Angeles,145,10.7,80,38.9,3.2,1.9,66.9,39,63,9.1,Traffic,34.0522,-118.2437
8/6/2023,Chicago,121,19.9,35.4,6.1,9,1,26.4,1,76,9.9,Traffic,41.8781,-87.6298
8/6/2023,Houston,171,40.4,13.5,23.2,4,0.6,34.2,37.8,49,2.8,Traffic,29.7604,-95.3698
8/6/2023,Phoenix,91,32.9,39.6,30.3,2.5,1.3,70.1,-0.5,50,4,Traffic,33.4484,-112.074
8/6/2023,Philadelphia,154,29.7,38.9,34.6,2.7,1.8,30.1,28.2,34,2.3,Residential,39.9526,-75.1652
8/6/2023,San Antonio,51,31.2,15.7,15.8,3.1,1.3,51.2,4.8,29,7.2,Traffic,29.4241,-98.4936
8/6/2023,San Diego,129,6.5,56.3,38.2,1.9,0.8,90.2,20.7,58,7.3,Traffic,32.7157,-117.1611
8/6/2023,Dallas,60,42.7,75.4,16.8,8.2,0.7,55.5,2.6,53,1.3,Residential,32.7767,-96.797
8/6/2023,San Jose,80,5,28.2,30.8,9.3,1.7,53,28.6,23,1,Industrial,37.3382,-121.8863
8/7/2023,New York,111,6.7,97.1,21.3,5.3,1,48.9,29.8,55,3,Traffic,40.7128,-74.006
8/7/2023,Los Angeles,97,46.4,96,26.6,6.4,0.6,76.6,13.7,82,5.9,Industrial,34.0522,-118.2437
8/7/2023,Chicago,70,12.4,56.3,49.4,8.6,0.8,58.1,-5.7,75,4,Traffic,41.8781,-87.6298
8/7/2023,Houston,56,9.8,80.6,45.3,7.2,1,57.1,7.3,89,9,Traffic,29.7604,-95.3698
8/7/2023,Phoenix,153,21,87.5,36.3,8.6,1.3,96.9,20.7,49,2,Industrial,33.4484,-112.074
8/7/2023,Philadelphia,105,23.4,54.5,47.2,2.8,0.5,43.7,10.5,93,4,Industrial,39.9526,-75.1652
8/7/2023,San Antonio,87,8.4,88.7,31,5.3,1.9,84.2,37.4,51,7.3,Industrial,29.4241,-98.4936
8/7/2023,San Diego,114,15.8,99.1,32.3,6.2,0.9,61.7,-3.9,71,4.7,Industrial,32.7157,-117.1611
8/7/2023,Dallas,123,6.8,98.2,38.9,3.7,1.5,73.4,39.6,95,4.9,Traffic,32.7767,-96.797
8/7/2023,San Jose,137,31.2,91.1,20.1,7.7,0.8,42.6,5.2,98,8.2,Residential,37.3382,-121.8863
8/8/2023,New York,65,36.2,70.3,49.1,3.5,1.1,66.5,-7.8,84,4.5,Residential,40.7128,-74.006
8/8/2023,Los Angeles,167,39.7,27.4,5,2.5,1,96.8,-4.7,22,2.6,Residential,34.0522,-118.2437
8/8/2023,Chicago,154,45,63,14.2,4.6,1.5,62.8,36.5,71,7,Industrial,41.8781,-87.6298
8/8/2023,Houston,164,32.7,36.6,42.6,8.1,0.3,90.9,31.2,63,7,Traffic,29.7604,-95.3698
8/8/2023,Phoenix,66,6.1,58.1,16.8,2.2,0.5,91,19.2,63,1.9,Traffic,33.4484,-112.074
8/8/2023,Philadelphia,82,48.8,11.3,34.6,2.6,1.7,38.3,1.8,54,8.7,Residential,39.9526,-75.1652
8/8/2023,San Antonio,156,10.1,14.9,24.2,8.3,1.2,71.9,7.1,74,1.2,Traffic,29.4241,-98.4936
8/8/2023,San Diego,128,41.9,81.8,47.3,7.6,1.6,44.4,21.7,69,1.9,Residential,32.7157,-117.1611
8/8/2023,Dallas,146,25.1,57.1,26.2,6.3,0.8,81.2,32,48,9.9,Industrial,32.7767,-96.797
8/8/2023,San Jose,130,20.1,30.2,33.9,4.1,0.9,80.1,15.6,30,1.4,Traffic,37.3382,-121.8863
